trip_id,departure_time,stop_sequence,arrival_time,timepoint,stop_id
1002075,,21,,0,77
1002075,,22,,0,76
1002075,,23,,0,75
1002075,,24,,0,74
1002075,,25,,0,73
1002075,,26,,0,72
1002075,,27,,0,71
1002075,,28,,0,70
1002075,,29,,0,69
1002075,,30,,0,68
1002075,,31,,0,67
1002075,,32,,0,66
1002075,,33,,0,65
1002075,,34,,0,64
1002075,,35,,0,63
1002075,,36,,0,62
1002075,,37,,0,61
1002075,9.23.00,38,9.23.00,0,60
1002076,9.28.00,1,9.28.00,0,60
1002076,,2,,0,61
1002076,,3,,0,62
1002076,,4,,0,63
1002076,,5,,0,64
1002076,,6,,0,65
1002076,,7,,0,66
1002076,,8,,0,67
1002076,,9,,0,68
1002076,,10,,0,69
1002076,,11,,0,70
1002076,,12,,0,71
1002076,,13,,0,72
1002076,,14,,0,73
1002076,,15,,0,74
1002076,,16,,0,75
1002076,,17,,0,76
1002076,,18,,0,77
1002076,,19,,0,78
1002076,,20,,0,79
1002076,,21,,0,80
1002076,,22,,0,81
1002076,,23,,0,10
1002076,,24,,0,82
1002076,,25,,0,9
1002076,,26,,0,83
1002076,,27,,0,8
1002076,,28,,0,84
1002076,,29,,0,85
1002076,,30,,0,5
1002076,,31,,0,86
1002076,,32,,0,4
1002076,,33,,0,87
1002076,,34,,0,2
1002076,,35,,0,88
1002076,,36,,0,89
1002076,,37,,0,90
1002076,10.28.00,38,10.28.00,0,1
1002077,10.33.00,1,10.33.00,0,1
1002077,,2,,0,90
1002077,,3,,0,89
1002077,,4,,0,88
1002077,,5,,0,2
1002077,,6,,0,87
1002077,,7,,0,4
1002077,,8,,0,86
1002077,,9,,0,5
1002077,,10,,0,85
1002077,,11,,0,84
1002077,,12,,0,8
1002077,,13,,0,83
1002077,,14,,0,9
1002077,,15,,0,82
1002077,,16,,0,10
1002077,,17,,0,81
1002077,,18,,0,80
1002077,,19,,0,79
1002077,,20,,0,78
1002077,,21,,0,77
1002077,,22,,0,76
1002077,,23,,0,75
1002077,,24,,0,74
1002077,,25,,0,73
1002077,,26,,0,72
1002077,,27,,0,71
1002077,,28,,0,70
1002077,,29,,0,69
1002077,,30,,0,68
1002077,,31,,0,67
1002077,,32,,0,66
1002077,,33,,0,65
1002077,,34,,0,64
1002077,,35,,0,63
1002077,,36,,0,62
1002077,,37,,0,61
1002077,11.33.00,38,11.33.00,0,60
1002078,11.38.00,1,11.38.00,0,60
1002078,,2,,0,61
1002078,,3,,0,62
1002078,,4,,0,63
1002078,,5,,0,64
1002078,,6,,0,65
1002078,,7,,0,66
1002078,,8,,0,67
1002078,,9,,0,68
1002078,,10,,0,69
1002078,,11,,0,70
1002078,,12,,0,71
1002078,,13,,0,72
1002078,,14,,0,73
1002078,,15,,0,74
1002078,,16,,0,75
1002078,,17,,0,76
1002078,,18,,0,77
1002078,,19,,0,78
1002078,,20,,0,79
1002078,,21,,0,80
1002078,,22,,0,81
1002078,,23,,0,10
1002078,,24,,0,82
1002078,,25,,0,9
1002078,,26,,0,83
1002078,,27,,0,8
1002078,,28,,0,84
1002078,,29,,0,85
1002078,,30,,0,5
1002078,,31,,0,86
1002078,,32,,0,4
1002078,,33,,0,87
1002078,,34,,0,2
1002078,,35,,0,88
1002078,,36,,0,89
1002078,,37,,0,90
1002078,12.38.00,38,12.38.00,0,1
1002079,12.43.00,1,12.43.00,0,1
1002079,,2,,0,90
1002079,,3,,0,89
1002079,,4,,0,88
1002079,,5,,0,2
1002079,,6,,0,87
1002079,,7,,0,4
1002079,,8,,0,86
1002079,,9,,0,5
1002079,,10,,0,85
1002079,,11,,0,84
1002079,,12,,0,8
1002079,,13,,0,83
1002079,,14,,0,9
1002079,,15,,0,82
1002079,,16,,0,10
1002079,,17,,0,81
1002079,,18,,0,80
1002079,,19,,0,79
1002079,,20,,0,78
1002079,,21,,0,77
1002079,,22,,0,76
1002079,,23,,0,75
1002079,,24,,0,74
1002079,,25,,0,73
1002079,,26,,0,72
1002079,,27,,0,71
1002079,,28,,0,70
1002079,,29,,0,69
1002079,,30,,0,68
1002079,,31,,0,67
1002079,,32,,0,66
1002079,,33,,0,65
1002079,,34,,0,64
1002079,,35,,0,63
1002079,,36,,0,62
1002079,,37,,0,61
1002079,13.43.00,38,13.43.00,0,60
1002080,13.48.00,1,13.48.00,0,60
1002080,,2,,0,61
1002080,,3,,0,62
1002080,,4,,0,63
1002080,,5,,0,64
1002080,,6,,0,65
1002080,,7,,0,66
1002080,,8,,0,67
1002080,,9,,0,68
1002080,,10,,0,69
1002080,,11,,0,70
1002080,,12,,0,71
1002080,,13,,0,72
1002080,,14,,0,73
1002080,,15,,0,74
1002080,,16,,0,75
1002080,,17,,0,76
1002080,,18,,0,77
1002080,,19,,0,78
1002080,,20,,0,79
1002080,,21,,0,80
1002080,,22,,0,81
1002080,,23,,0,10
1002080,,24,,0,82
1002080,,25,,0,9
1002080,,26,,0,83
1002080,,27,,0,8
1002080,,28,,0,84
1002080,,29,,0,85
1002080,,30,,0,5
1002080,,31,,0,86
1002080,,32,,0,4
1002080,,33,,0,87
1002080,,34,,0,2
1002080,,35,,0,88
1002080,,36,,0,89
1002080,,37,,0,90
1002080,14.48.00,38,14.48.00,0,1
1002081,14.53.00,1,14.53.00,0,1
1002081,,2,,0,90
1002081,,3,,0,89
1002081,,4,,0,88
1002081,,5,,0,2
1002081,,6,,0,87
1002081,,7,,0,4
1002081,,8,,0,86
1002081,,9,,0,5
1002081,,10,,0,85
1002081,,11,,0,84
1002081,,12,,0,8
1002081,,13,,0,83
1002081,,14,,0,9
1002081,,15,,0,82
1002081,,16,,0,10
1002081,,17,,0,81
1002081,,18,,0,80
1002081,,19,,0,79
1002081,,20,,0,78
1002081,,21,,0,77
1002081,,22,,0,76
1002081,,23,,0,75
1002081,,24,,0,74
1002081,,25,,0,73
1002081,,26,,0,72
1002081,,27,,0,71
1002081,,28,,0,70
1002081,,29,,0,69
1002081,,30,,0,68
1002081,,31,,0,67
1002081,,32,,0,66
1002081,,33,,0,65
1002081,,34,,0,64
1002081,,35,,0,63
1002081,,36,,0,62
1002081,,37,,0,61
1002081,15.53.00,38,15.53.00,0,60
1002082,15.58.00,1,15.58.00,0,60
1002082,,2,,0,61
1002082,,3,,0,62
1002082,,4,,0,63
1002082,,5,,0,64
1002082,,6,,0,65
1002082,,7,,0,66
1002082,,8,,0,67
1002082,,9,,0,68
1002082,,10,,0,69
1002082,,11,,0,70
1002082,,12,,0,71
1002082,,13,,0,72
1002082,,14,,0,73
1002082,,15,,0,74
1002082,,16,,0,75
1002082,,17,,0,76
1002082,,18,,0,77
1002082,,19,,0,78
1002082,,20,,0,79
1002082,,21,,0,80
1002082,,22,,0,81
1002082,,23,,0,10
1002082,,24,,0,82
1002082,,25,,0,9
1002082,,26,,0,83
1002082,,27,,0,8
1002082,,28,,0,84
1002082,,29,,0,85
1002082,,30,,0,5
1002082,,31,,0,86
1002082,,32,,0,4
1002082,,33,,0,87
1002082,,34,,0,2
1002082,,35,,0,88
1002082,,36,,0,89
1002082,,37,,0,90
1002082,16.58.00,38,16.58.00,0,1
1002083,17.03.00,1,17.03.00,0,1
1002083,,2,,0,90
1002083,,3,,0,89
1002083,,4,,0,88
1002083,,5,,0,2
1002083,,6,,0,87
1002083,,7,,0,4
1002083,,8,,0,86
1002083,,9,,0,5
1002083,,10,,0,85
1002083,,11,,0,84
1002083,,12,,0,8
1002083,,13,,0,83
1002083,,14,,0,9
1002083,,15,,0,82
1002083,,16,,0,10
1002083,,17,,0,81
1002083,,18,,0,80
1002083,,19,,0,79
1002083,,20,,0,78
1002083,,21,,0,77
1002083,,22,,0,76
1002083,,23,,0,75
1002083,,24,,0,74
1002083,,25,,0,73
1002083,,26,,0,72
1002083,,27,,0,71
1002083,,28,,0,70
1002083,,29,,0,69
1002083,,30,,0,68
1002083,,31,,0,67
1002083,,32,,0,66
1002083,,33,,0,65
1002083,,34,,0,64
1002083,,35,,0,63
1002083,,36,,0,62
1002083,,37,,0,61
1002083,18.03.00,38,18.03.00,0,60
1002084,18.08.00,1,18.08.00,0,60
1002084,,2,,0,61
1002084,,3,,0,62
1002084,,4,,0,63
1002084,,5,,0,64
1002084,,6,,0,65
1002084,,7,,0,66
1002084,,8,,0,67
1002084,,9,,0,68
1002084,,10,,0,69
1002084,,11,,0,70
1002084,,12,,0,71
1002084,,13,,0,72
1002084,,14,,0,73
1002084,,15,,0,74
1002084,,16,,0,75
1002084,,17,,0,76
1002084,,18,,0,77
1002084,,19,,0,78
1002084,,20,,0,79
1002084,,21,,0,80
1002084,,22,,0,81
1002084,,23,,0,10
1002084,,24,,0,82
1002084,,25,,0,9
1002084,,26,,0,83
1002084,,27,,0,8
1002084,,28,,0,84
1002084,,29,,0,85
1002084,,30,,0,5
1002084,,31,,0,86
1002084,,32,,0,4
1002084,,33,,0,87
1002084,,34,,0,2
1002084,,35,,0,88
1002084,,36,,0,89
1002084,,37,,0,90
1002084,19.08.00,38,19.08.00,0,1
1002086,8.36.00,1,8.36.00,0,1
1002086,,2,,0,90
1002086,,3,,0,89
1002086,,4,,0,88
1002086,,5,,0,2
1002086,,6,,0,87
1002086,,7,,0,4
1002086,,8,,0,86
1002086,,9,,0,5
1002086,,10,,0,85
1002086,,11,,0,84
1002086,,12,,0,8
1002086,,13,,0,83
1002086,,14,,0,9
1002086,,15,,0,82
1002086,,16,,0,10
1002086,,17,,0,81
1002086,,18,,0,80
1002086,,19,,0,79
1002086,,20,,0,78
1002086,,21,,0,77
1002086,,22,,0,76
1002086,,23,,0,75
1002086,,24,,0,74
1002086,,25,,0,73
1002086,,26,,0,72
1002086,,27,,0,71
1002086,,28,,0,70
1002086,,29,,0,69
1002086,,30,,0,68
1002086,,31,,0,67
1002086,,32,,0,66
1002086,,33,,0,65
1002086,,34,,0,64
1002086,,35,,0,63
1002086,,36,,0,62
1002086,,37,,0,61
1002086,9.36.00,38,9.36.00,0,60
1002087,9.41.00,1,9.41.00,0,60
1002087,,2,,0,61
1002087,,3,,0,62
1002087,,4,,0,63
1002087,,5,,0,64
1002087,,6,,0,65
1002087,,7,,0,66
1002087,,8,,0,67
1002087,,9,,0,68
1002087,,10,,0,69
1002087,,11,,0,70
1002087,,12,,0,71
1002087,,13,,0,72
1002087,,14,,0,73
1002087,,15,,0,74
1002087,,16,,0,75
1002087,,17,,0,76
1002087,,18,,0,77
1002087,,19,,0,78
1002087,,20,,0,79
1002087,,21,,0,80
1002087,,22,,0,81
1002087,,23,,0,10
1002087,,24,,0,82
1002087,,25,,0,9
1002087,,26,,0,83
1002087,,27,,0,8
1002087,,28,,0,84
1002087,,29,,0,85
1002087,,30,,0,5
1002087,,31,,0,86
1002087,,32,,0,4
1002087,,33,,0,87
1002087,,34,,0,2
1002087,,35,,0,88
1002087,,36,,0,89
1002087,,37,,0,90
1002087,10.41.00,38,10.41.00,0,1
1002088,10.46.00,1,10.46.00,0,1
1002088,,2,,0,90
1002088,,3,,0,89
1002088,,4,,0,88
1002088,,5,,0,2
1002088,,6,,0,87
1002088,,7,,0,4
1002088,,8,,0,86
1002088,,9,,0,5
1002088,,10,,0,85
1002088,,11,,0,84
1002088,,12,,0,8
1002088,,13,,0,83
1002088,,14,,0,9
1002088,,15,,0,82
1002088,,16,,0,10
1002088,,17,,0,81
1002088,,18,,0,80
1002088,,19,,0,79
1002088,,20,,0,78
1002088,,21,,0,77
1002088,,22,,0,76
1002088,,23,,0,75
1002088,,24,,0,74
1002088,,25,,0,73
1002088,,26,,0,72
1002088,,27,,0,71
1002088,,28,,0,70
1002088,,29,,0,69
1002088,,30,,0,68
1002088,,31,,0,67
1002088,,32,,0,66
1002088,,33,,0,65
1002088,,34,,0,64
1002088,,35,,0,63
1002088,,36,,0,62
1002088,,37,,0,61
1002088,11.46.00,38,11.46.00,0,60
1002089,11.51.00,1,11.51.00,0,60
1002089,,2,,0,61
1002089,,3,,0,62
1002089,,4,,0,63
1002089,,5,,0,64
1002089,,6,,0,65
1002089,,7,,0,66
1002089,,8,,0,67
1002089,,9,,0,68
1002089,,10,,0,69
1002089,,11,,0,70
1002089,,12,,0,71
1002089,,13,,0,72
1002089,,14,,0,73
1002089,,15,,0,74
1002089,,16,,0,75
1002089,,17,,0,76
1002089,,18,,0,77
1002089,,19,,0,78
1002089,,20,,0,79
1002089,,21,,0,80
1002089,,22,,0,81
1002089,,23,,0,10
1002089,,24,,0,82
1002089,,25,,0,9
1002089,,26,,0,83
1002089,,27,,0,8
1002089,,28,,0,84
1002089,,29,,0,85
1002089,,30,,0,5
1002089,,31,,0,86
1002089,,32,,0,4
1002089,,33,,0,87
1002089,,34,,0,2
1002089,,35,,0,88
1002089,,36,,0,89
1002089,,37,,0,90
1002089,12.51.00,38,12.51.00,0,1
1002090,12.56.00,1,12.56.00,0,1
1002090,,2,,0,90
1002090,,3,,0,89
1002090,,4,,0,88
1002090,,5,,0,2
1002090,,6,,0,87
1002090,,7,,0,4
1002090,,8,,0,86
1002090,,9,,0,5
1002090,,10,,0,85
1002090,,11,,0,84
1002090,,12,,0,8
1002090,,13,,0,83
1002090,,14,,0,9
1002090,,15,,0,82
1002090,,16,,0,10
1002090,,17,,0,81
1002090,,18,,0,80
1002090,,19,,0,79
1002090,,20,,0,78
1002090,,21,,0,77
1002090,,22,,0,76
1002090,,23,,0,75
1002090,,24,,0,74
1002090,,25,,0,73
1002090,,26,,0,72
1002090,,27,,0,71
1002090,,28,,0,70
1002090,,29,,0,69
1002090,,30,,0,68
1002090,,31,,0,67
1002090,,32,,0,66
1002090,,33,,0,65
1002090,,34,,0,64
1002090,,35,,0,63
1002090,,36,,0,62
1002090,,37,,0,61
1002090,13.56.00,38,13.56.00,0,60
1002091,14.01.00,1,14.01.00,0,60
1002091,,2,,0,61
1002091,,3,,0,62
1002091,,4,,0,63
1002091,,5,,0,64
1002091,,6,,0,65
1002091,,7,,0,66
1002091,,8,,0,67
1002091,,9,,0,68
1002091,,10,,0,69
1002091,,11,,0,70
1002091,,12,,0,71
1002091,,13,,0,72
1002091,,14,,0,73
1002091,,15,,0,74
1002091,,16,,0,75
1002091,,17,,0,76
1002091,,18,,0,77
1002091,,19,,0,78
1002091,,20,,0,79
1002091,,21,,0,80
1002091,,22,,0,81
1002091,,23,,0,10
1002091,,24,,0,82
1002091,,25,,0,9
1002091,,26,,0,83
1002091,,27,,0,8
1002091,,28,,0,84
1002091,,29,,0,85
1002091,,30,,0,5
1002091,,31,,0,86
1002091,,32,,0,4
1002091,,33,,0,87
1002091,,34,,0,2
1002091,,35,,0,88
1002091,,36,,0,89
1002091,,37,,0,90
1002091,15.01.00,38,15.01.00,0,1
1002092,15.06.00,1,15.06.00,0,1
1002092,,2,,0,90
1002092,,3,,0,89
1002092,,4,,0,88
1002092,,5,,0,2
1002092,,6,,0,87
1002092,,7,,0,4
1002092,,8,,0,86
1002092,,9,,0,5
1002092,,10,,0,85
1002092,,11,,0,84
1002092,,12,,0,8
1002092,,13,,0,83
1002092,,14,,0,9
1002092,,15,,0,82
1002092,,16,,0,10
1002092,,17,,0,81
1002092,,18,,0,80
1002092,,19,,0,79
1002092,,20,,0,78
1002092,,21,,0,77
1002092,,22,,0,76
1002092,,23,,0,75
1002092,,24,,0,74
1002092,,25,,0,73
1002092,,26,,0,72
1002092,,27,,0,71
1002092,,28,,0,70
1002092,,29,,0,69
1002092,,30,,0,68
1002092,,31,,0,67
1002092,,32,,0,66
1002092,,33,,0,65
1002092,,34,,0,64
1002092,,35,,0,63
1002092,,36,,0,62
1002092,,37,,0,61
1002092,16.06.00,38,16.06.00,0,60
1002093,16.11.00,1,16.11.00,0,60
1002093,,2,,0,61
1002093,,3,,0,62
1002093,,4,,0,63
1002093,,5,,0,64
1002093,,6,,0,65
1002093,,7,,0,66
1002093,,8,,0,67
1002093,,9,,0,68
1002093,,10,,0,69
1002093,,11,,0,70
1002093,,12,,0,71
1002093,,13,,0,72
1002093,,14,,0,73
1002093,,15,,0,74
1002093,,16,,0,75
1002093,,17,,0,76
1002093,,18,,0,77
1002093,,19,,0,78
1002093,,20,,0,79
1002093,,21,,0,80
1002093,,22,,0,81
1002093,,23,,0,10
1002093,,24,,0,82
1002093,,25,,0,9
1002093,,26,,0,83
1002093,,27,,0,8
1002093,,28,,0,84
1002093,,29,,0,85
1002093,,30,,0,5
1002093,,31,,0,86
1002093,,32,,0,4
1002093,,33,,0,87
1002093,,34,,0,2
1002093,,35,,0,88
1002093,,36,,0,89
1002093,,37,,0,90
1002093,17.11.00,38,17.11.00,0,1
1002094,17.16.00,1,17.16.00,0,1
1002094,,2,,0,90
1002094,,3,,0,89
1002094,,4,,0,88
1002094,,5,,0,2
1002094,,6,,0,87
1002094,,7,,0,4
1002094,,8,,0,86
1002094,,9,,0,5
1002094,,10,,0,85
1002094,,11,,0,84
1002094,,12,,0,8
1002094,,13,,0,83
1002094,,14,,0,9
1002094,,15,,0,82
1002094,,16,,0,10
1002094,,17,,0,81
1002094,,18,,0,80
1002094,,19,,0,79
1002094,,20,,0,78
1002094,,21,,0,77
1002094,,22,,0,76
1002094,,23,,0,75
1002094,,24,,0,74
1002094,,25,,0,73
1002094,,26,,0,72
1002094,,27,,0,71
1002094,,28,,0,70
1002094,,29,,0,69
1002094,,30,,0,68
1002094,,31,,0,67
1002094,,32,,0,66
1002094,,33,,0,65
1002094,,34,,0,64
1002094,,35,,0,63
1002094,,36,,0,62
1002094,,37,,0,61
1002094,18.16.00,38,18.16.00,0,60
1002095,18.21.00,1,18.21.00,0,60
1002095,,2,,0,61
1002095,,3,,0,62
1002095,,4,,0,63
1002095,,5,,0,64
1002095,,6,,0,65
1002095,,7,,0,66
1002095,,8,,0,67
1002095,,9,,0,68
1002095,,10,,0,69
1002095,,11,,0,70
1002095,,12,,0,71
1002095,,13,,0,72
1002095,,14,,0,73
1002095,,15,,0,74
1002095,,16,,0,75
1002095,,17,,0,76
1002095,,18,,0,77
1002095,,19,,0,78
1002095,,20,,0,79
1002095,,21,,0,80
1002095,,22,,0,81
1002095,,23,,0,10
1002095,,24,,0,82
1002095,,25,,0,9
1002095,,26,,0,83
1002095,,27,,0,8
1002095,,28,,0,84
1002095,,29,,0,85
1002095,,30,,0,5
1002095,,31,,0,86
1002095,,32,,0,4
1002095,,33,,0,87
1002095,,34,,0,2
1002095,,35,,0,88
1002095,,36,,0,89
1002095,,37,,0,90
1002095,19.21.00,38,19.21.00,0,1
1002096,7.44.00,1,7.44.00,0,60
1002096,,2,,0,61
1002096,,3,,0,62
1002096,,4,,0,63
1002096,,5,,0,64
1002096,,6,,0,65
1002096,,7,,0,66
1002096,,8,,0,67
1002096,,9,,0,68
1002096,,10,,0,69
1002096,,11,,0,70
1002096,,12,,0,71
1002096,,13,,0,72
1002096,,14,,0,73
1002096,,15,,0,74
1002096,,16,,0,75
1002096,,17,,0,76
1002096,,18,,0,77
1002096,,19,,0,78
1002096,,20,,0,79
1002096,,21,,0,80
1002096,,22,,0,81
1002096,,23,,0,10
1002096,,24,,0,82
1002096,,25,,0,9
1002096,,26,,0,83
1002096,,27,,0,8
1002096,,28,,0,84
1002096,,29,,0,85
1002096,,30,,0,5
1002096,,31,,0,86
1002096,,32,,0,4
1002096,,33,,0,87
1002096,,34,,0,2
1002096,,35,,0,88
1002096,,36,,0,89
1002096,,37,,0,90
1002096,8.44.00,38,8.44.00,0,1
1002097,8.49.00,1,8.49.00,0,1
1002097,,2,,0,90
1002097,,3,,0,89
1002097,,4,,0,88
1002097,,5,,0,2
1002097,,6,,0,87
1002097,,7,,0,4
1002097,,8,,0,86
1002097,,9,,0,5
1002097,,10,,0,85
1002097,,11,,0,84
1002097,,12,,0,8
1002097,,13,,0,83
1002097,,14,,0,9
1002097,,15,,0,82
1002097,,16,,0,10
1002097,,17,,0,81
1002097,,18,,0,80
1002097,,19,,0,79
1002097,,20,,0,78
1002097,,21,,0,77
1002097,,22,,0,76
1002097,,23,,0,75
1002097,,24,,0,74
1002097,,25,,0,73
1002097,,26,,0,72
1002097,,27,,0,71
1002097,,28,,0,70
1002097,,29,,0,69
1002097,,30,,0,68
1002097,,31,,0,67
1002097,,32,,0,66
1002097,,33,,0,65
1002097,,34,,0,64
1002097,,35,,0,63
1002097,,36,,0,62
1002097,,37,,0,61
1002097,9.49.00,38,9.49.00,0,60
1002098,9.54.00,1,9.54.00,0,60
1002098,,2,,0,61
1002098,,3,,0,62
1002098,,4,,0,63
1002098,,5,,0,64
1002098,,6,,0,65
1002098,,7,,0,66
1002098,,8,,0,67
1002098,,9,,0,68
1002098,,10,,0,69
1002098,,11,,0,70
1002098,,12,,0,71
1002098,,13,,0,72
1002098,,14,,0,73
1002098,,15,,0,74
1002098,,16,,0,75
1002098,,17,,0,76
1002098,,18,,0,77
1002098,,19,,0,78
1002098,,20,,0,79
1002098,,21,,0,80
1002098,,22,,0,81
1002098,,23,,0,10
1002098,,24,,0,82
1002098,,25,,0,9
1002098,,26,,0,83
1002098,,27,,0,8
1002098,,28,,0,84
1002098,,29,,0,85
1002098,,30,,0,5
1002098,,31,,0,86
1002098,,32,,0,4
1002098,,33,,0,87
1002098,,34,,0,2
1002098,,35,,0,88
1002098,,36,,0,89
1002098,,37,,0,90
1002098,10.54.00,38,10.54.00,0,1
1002099,10.59.00,1,10.59.00,0,1
1002099,,2,,0,90
1002099,,3,,0,89
1002099,,4,,0,88
1002099,,5,,0,2
1002099,,6,,0,87
1002099,,7,,0,4
1002099,,8,,0,86
1002099,,9,,0,5
1002099,,10,,0,85
1002099,,11,,0,84
1002099,,12,,0,8
1002099,,13,,0,83
1002099,,14,,0,9
1002099,,15,,0,82
1002099,,16,,0,10
1002099,,17,,0,81
1002099,,18,,0,80
1002099,,19,,0,79
1002099,,20,,0,78
1002099,,21,,0,77
1002099,,22,,0,76
1002099,,23,,0,75
1002099,,24,,0,74
1002099,,25,,0,73
1002099,,26,,0,72
1002099,,27,,0,71
1002099,,28,,0,70
1002099,,29,,0,69
1002099,,30,,0,68
1002099,,31,,0,67
1002099,,32,,0,66
1002099,,33,,0,65
1002099,,34,,0,64
1002099,,35,,0,63
1002099,,36,,0,62
1002099,,37,,0,61
1002099,11.59.00,38,11.59.00,0,60
1002101,13.09.00,1,13.09.00,0,1
1002101,,2,,0,90
1002101,,3,,0,89
1002101,,4,,0,88
1002101,,5,,0,2
1002101,,6,,0,87
1002101,,7,,0,4
1002101,,8,,0,86
1002101,,9,,0,5
1002101,,10,,0,85
1002101,,11,,0,84
1002101,,12,,0,8
1002101,,13,,0,83
1002101,,14,,0,9
1002101,,15,,0,82
1002101,,16,,0,10
1002101,,17,,0,81
1002101,,18,,0,80
1002101,,19,,0,79
1002101,,20,,0,78
1002101,,21,,0,77
1002101,,22,,0,76
1002101,,23,,0,75
1002101,,24,,0,74
1002101,,25,,0,73
1002101,,26,,0,72
1002101,,27,,0,71
1002101,,28,,0,70
1002101,,29,,0,69
1002101,,30,,0,68
1002101,,31,,0,67
1002101,,32,,0,66
1002101,,33,,0,65
1002101,,34,,0,64
1002101,,35,,0,63
1002101,,36,,0,62
1002101,,37,,0,61
1002101,14.09.00,38,14.09.00,0,60
1002102,14.14.00,1,14.14.00,0,60
1002102,,2,,0,61
1002102,,3,,0,62
1002102,,4,,0,63
1002102,,5,,0,64
1002102,,6,,0,65
1002102,,7,,0,66
1002102,,8,,0,67
1002102,,9,,0,68
1002102,,10,,0,69
1002102,,11,,0,70
1002102,,12,,0,71
1002102,,13,,0,72
1002102,,14,,0,73
1002102,,15,,0,74
1002102,,16,,0,75
1002102,,17,,0,76
1002102,,18,,0,77
1002102,,19,,0,78
1002102,,20,,0,79
1002102,,21,,0,80
1002102,,22,,0,81
1002102,,23,,0,10
1002102,,24,,0,82
1002102,,25,,0,9
1002102,,26,,0,83
1002102,,27,,0,8
1002102,,28,,0,84
1002102,,29,,0,85
1002102,,30,,0,5
1002102,,31,,0,86
1002102,,32,,0,4
1002102,,33,,0,87
1002102,,34,,0,2
1002102,,35,,0,88
1002102,,36,,0,89
1002102,,37,,0,90
1002102,15.14.00,38,15.14.00,0,1
1002103,15.19.00,1,15.19.00,0,1
1002103,,2,,0,90
1002103,,3,,0,89
1002103,,4,,0,88
1002103,,5,,0,2
1002103,,6,,0,87
1002103,,7,,0,4
1002103,,8,,0,86
1002103,,9,,0,5
1002103,,10,,0,85
1002103,,11,,0,84
1002103,,12,,0,8
1002103,,13,,0,83
1002103,,14,,0,9
1002103,,15,,0,82
1002103,,16,,0,10
1002103,,17,,0,81
1002103,,18,,0,80
1002103,,19,,0,79
1002103,,20,,0,78
1002103,,21,,0,77
1002103,,22,,0,76
1002103,,23,,0,75
1002103,,24,,0,74
1002103,,25,,0,73
1002103,,26,,0,72
1002103,,27,,0,71
1002103,,28,,0,70
1002103,,29,,0,69
1002103,,30,,0,68
1002103,,31,,0,67
1002103,,32,,0,66
1002103,,33,,0,65
1002103,,34,,0,64
1002103,,35,,0,63
1002103,,36,,0,62
1002103,,37,,0,61
1002103,16.19.00,38,16.19.00,0,60
1002104,16.24.00,1,16.24.00,0,60
1002104,,2,,0,61
1002104,,3,,0,62
1002104,,4,,0,63
1002104,,5,,0,64
1002104,,6,,0,65
1002104,,7,,0,66
1002104,,8,,0,67
1002104,,9,,0,68
1002104,,10,,0,69
1002104,,11,,0,70
1002104,,12,,0,71
1002104,,13,,0,72
1002104,,14,,0,73
1002104,,15,,0,74
1002104,,16,,0,75
1002104,,17,,0,76
1002104,,18,,0,77
1002104,,19,,0,78
1002104,,20,,0,79
1002104,,21,,0,80
1002104,,22,,0,81
1002104,,23,,0,10
1002104,,24,,0,82
1002104,,25,,0,9
1002104,,26,,0,83
1002104,,27,,0,8
1002104,,28,,0,84
1002104,,29,,0,85
1002104,,30,,0,5
1002104,,31,,0,86
1002104,,32,,0,4
1002104,,33,,0,87
1002104,,34,,0,2
1002104,,35,,0,88
1002104,,36,,0,89
1002104,,37,,0,90
1002104,17.24.00,38,17.24.00,0,1
1002105,17.29.00,1,17.29.00,0,1
1002105,,2,,0,90
1002105,,3,,0,89
1002105,,4,,0,88
1002105,,5,,0,2
1002105,,6,,0,87
1002105,,7,,0,4
1002105,,8,,0,86
1002105,,9,,0,5
1002105,,10,,0,85
1002105,,11,,0,84
1002105,,12,,0,8
1002105,,13,,0,83
1002105,,14,,0,9
1002105,,15,,0,82
1002105,,16,,0,10
1002105,,17,,0,81
1002105,,18,,0,80
1002105,,19,,0,79
1002105,,20,,0,78
1002105,,21,,0,77
1002105,,22,,0,76
1002105,,23,,0,75
1002105,,24,,0,74
1002105,,25,,0,73
1002105,,26,,0,72
1002105,,27,,0,71
1002105,,28,,0,70
1002105,,29,,0,69
1002105,,30,,0,68
1002105,,31,,0,67
1002105,,32,,0,66
1002105,,33,,0,65
1002105,,34,,0,64
1002105,,35,,0,63
1002105,,36,,0,62
1002105,,37,,0,61
1002105,18.29.00,38,18.29.00,0,60
1002106,18.34.00,1,18.34.00,0,60
1002106,,2,,0,61
1002106,,3,,0,62
1002106,,4,,0,63
1002106,,5,,0,64
1002106,,6,,0,65
1002106,,7,,0,66
1002106,,8,,0,67
1002106,,9,,0,68
1002106,,10,,0,69
1002106,,11,,0,70
1002106,,12,,0,71
1002106,,13,,0,72
1002106,,14,,0,73
1002106,,15,,0,74
1002106,,16,,0,75
1002106,,17,,0,76
1002106,,18,,0,77
1002106,,19,,0,78
1002106,,20,,0,79
1002106,,21,,0,80
1002106,,22,,0,81
1002106,,23,,0,10
1002106,,24,,0,82
1002106,,25,,0,9
1002106,,26,,0,83
1002106,,27,,0,8
1002106,,28,,0,84
1002106,,29,,0,85
1002106,,30,,0,5
1002106,,31,,0,86
1002106,,32,,0,4
1002106,,33,,0,87
