direction_id,route_id,service_id,shape_id,trip_headsign,trip_id,trip_short_name,block_id,wheelchair_accessible
1,2-1029,1,,BANGALI RNG.,2-1029004,N-12 10:29 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029005,N-12 11:50 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029006,N-12 13:09 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029007,N-12 14:30 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029008,N-12 15:49 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029009,N-12 17:10 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029010,N-12 18:29 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029011,N-12 07:11 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029012,N-12 08:30 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029013,N-12 09:51 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029014,N-12 11:10 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029015,N-12 12:31 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029016,N-12 13:50 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029017,N-12 15:11 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029018,N-12 16:30 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029019,N-12 17:51 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029020,N-12 19:10 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029021,N-12 07:52 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029022,N-12 09:11 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029023,N-12 10:32 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029024,N-12 11:51 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029025,N-12 13:12 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029026,N-12 14:31 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029027,N-12 15:52 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029028,N-12 17:11 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029029,N-12 18:32 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029030,N-12 19:51 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029031,N-12 08:33 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029032,N-12 09:52 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029033,N-12 11:13 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029034,N-12 12:32 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029035,N-12 13:53 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029036,N-12 15:12 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029037,N-12 19:03 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029038,N-12 20:22 to BANGALI RNG.,,
0,2-1029,1,,Medicaps university,2-1029039,N-12 21:43 to Medicaps university,,
1,2-1029,1,,BANGALI RNG.,2-1029040,N-12 19:51 to BANGALI RNG.,,
0,2-1030,1,,TCS Square,2-1030041,N-13 06:30 to TCS Square,,
1,2-1030,1,,Star Square,2-1030042,N-13 07:23 to Star Square,,
0,2-1030,1,,TCS Square,2-1030043,N-13 08:18 to TCS Square,,
1,2-1030,1,,Star Square,2-1030044,N-13 09:11 to Star Square,,
0,2-1030,1,,TCS Square,2-1030045,N-13 10:06 to TCS Square,,
1,2-1030,1,,Star Square,2-1030046,N-13 10:59 to Star Square,,
0,2-1030,1,,TCS Square,2-1030047,N-13 11:54 to TCS Square,,
1,2-1030,1,,Star Square,2-1030048,N-13 12:47 to Star Square,,
0,2-1030,1,,TCS Square,2-1030049,N-13 13:42 to TCS Square,,
1,2-1030,1,,Star Square,2-1030050,N-13 14:35 to Star Square,,
0,2-1030,1,,TCS Square,2-1030051,N-13 15:30 to TCS Square,,
1,2-1030,1,,Star Square,2-1030052,N-13 16:23 to Star Square,,
0,2-1030,1,,TCS Square,2-1030053,N-13 17:18 to TCS Square,,
1,2-1030,1,,Star Square,2-1030054,N-13 18:11 to Star Square,,
0,2-1030,1,,TCS Square,2-1030055,N-13 08:46 to TCS Square,,
1,2-1030,1,,Star Square,2-1030056,N-13 09:39 to Star Square,,
0,2-1030,1,,TCS Square,2-1030057,N-13 10:34 to TCS Square,,
1,2-1030,1,,Star Square,2-1030058,N-13 11:27 to Star Square,,
0,2-1030,1,,TCS Square,2-1030059,N-13 12:22 to TCS Square,,
1,2-1030,1,,Star Square,2-1030060,N-13 13:15 to Star Square,,
0,2-1030,1,,TCS Square,2-1030061,N-13 14:10 to TCS Square,,
1,2-1030,1,,Star Square,2-1030062,N-13 15:03 to Star Square,,
0,2-1030,1,,TCS Square,2-1030063,N-13 15:58 to TCS Square,,
1,2-1030,1,,Star Square,2-1030064,N-13 16:51 to Star Square,,
0,2-1030,1,,TCS Square,2-1030065,N-13 17:46 to TCS Square,,
1,2-1030,1,,Star Square,2-1030066,N-13 18:39 to Star Square,,
0,2-1030,1,,TCS Square,2-1030067,N-13 19:34 to TCS Square,,
1,2-1030,1,,Star Square,2-1030068,N-13 20:27 to Star Square,,
0,2-1030,1,,TCS Square,2-1030069,N-13 07:26 to TCS Square,,
1,2-1030,1,,Star Square,2-1030070,N-13 08:19 to Star Square,,
0,2-1030,1,,TCS Square,2-1030071,N-13 09:14 to TCS Square,,
1,2-1030,1,,Star Square,2-1030072,N-13 10:07 to Star Square,,
0,2-1030,1,,TCS Square,2-1030073,N-13 11:02 to TCS Square,,
1,2-1030,1,,Star Square,2-1030074,N-13 11:55 to Star Square,,
0,2-1030,1,,TCS Square,2-1030075,N-13 12:50 to TCS Square,,
1,2-1030,1,,Star Square,2-1030076,N-13 13:43 to Star Square,,
0,2-1030,1,,TCS Square,2-1030077,N-13 14:38 to TCS Square,,
1,2-1030,1,,Star Square,2-1030078,N-13 15:31 to Star Square,,
0,2-1030,1,,TCS Square,2-1030079,N-13 16:26 to TCS Square,,
1,2-1030,1,,Star Square,2-1030080,N-13 17:19 to Star Square,,
0,2-1030,1,,TCS Square,2-1030081,N-13 18:14 to TCS Square,,
1,2-1030,1,,Star Square,2-1030082,N-13 19:07 to Star Square,,
0,2-1030,1,,TCS Square,2-1030083,N-13 07:54 to TCS Square,,
1,2-1030,1,,Star Square,2-1030084,N-13 08:47 to Star Square,,
0,2-1030,1,,TCS Square,2-1030085,N-13 09:42 to TCS Square,,
1,2-1030,1,,Star Square,2-1030086,N-13 10:35 to Star Square,,
0,2-1030,1,,TCS Square,2-1030087,N-13 11:30 to TCS Square,,
1,2-1030,1,,Star Square,2-1030088,N-13 12:23 to Star Square,,
0,2-1030,1,,TCS Square,2-1030089,N-13 13:18 to TCS Square,,
1,2-1030,1,,Star Square,2-1030090,N-13 14:11 to Star Square,,
0,2-1030,1,,TCS Square,2-1030091,N-13 15:06 to TCS Square,,
1,2-1030,1,,Star Square,2-1030092,N-13 15:59 to Star Square,,
0,2-1030,1,,TCS Square,2-1030093,N-13 16:54 to TCS Square,,
1,2-1030,1,,Star Square,2-1030094,N-13 17:47 to Star Square,,
0,2-1030,1,,TCS Square,2-1030095,N-13 18:42 to TCS Square,,
1,2-1030,1,,Star Square,2-1030096,N-13 19:35 to Star Square,,
